test_run_id,agent_version,provider,model,test_case_id,attempt,metric_name,numerator,denominator,score,threshold,passed,explanation
9a8c4c6d-1703-442c-a9aa-eec0498b0124,v0,anthropic,anthropic/claude-haiku-4-5,memo_001,2,negation_handling,1,1,1.0000,,,
9a8c4c6d-1703-442c-a9aa-eec0498b0124,v0,anthropic,anthropic/claude-haiku-4-5,memo_001,2,schema_adherence,1,1,1.0000,,,
9a8c4c6d-1703-442c-a9aa-eec0498b0124,v0,anthropic,anthropic/claude-haiku-4-5,memo_001,2,type_accuracy,1,1,1.0000,,,
0e6f8ed8-64fc-4ac6-8fcb-273824e53536,v0,anthropic,anthropic/claude-haiku-4-5,memo_001,3,attribution_accuracy,1,1,1.0000,,,
0e6f8ed8-64fc-4ac6-8fcb-273824e53536,v0,anthropic,anthropic/claude-haiku-4-5,memo_001,3,date_accuracy,1,1,1.0000,,,
0e6f8ed8-64fc-4ac6-8fcb-273824e53536,v0,anthropic,anthropic/claude-haiku-4-5,memo_001,3,detection_rate,1,1,1.0000,,,
0e6f8ed8-64fc-4ac6-8fcb-273824e53536,v0,anthropic,anthropic/claude-haiku-4-5,memo_001,3,hallucination_rate,0,1,0.0000,,,
0e6f8ed8-64fc-4ac6-8fcb-273824e53536,v0,anthropic,anthropic/claude-haiku-4-5,memo_001,3,negation_false_negative,0,1,0.0000,,,
0e6f8ed8-64fc-4ac6-8fcb-273824e53536,v0,anthropic,anthropic/claude-haiku-4-5,memo_001,3,negation_false_positive,0,1,0.0000,,,
0e6f8ed8-64fc-4ac6-8fcb-273824e53536,v0,anthropic,anthropic/claude-haiku-4-5,memo_001,3,negation_handling,1,1,1.0000,,,
0e6f8ed8-64fc-4ac6-8fcb-273824e53536,v0,anthropic,anthropic/claude-haiku-4-5,memo_001,3,schema_adherence,1,1,1.0000,,,
0e6f8ed8-64fc-4ac6-8fcb-273824e53536,v0,anthropic,anthropic/claude-haiku-4-5,memo_001,3,type_accuracy,1,1,1.0000,,,
42370365-86aa-450d-be8f-faf7cc93c6f3,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,1,attribution_accuracy,1,1,1.0000,,,
42370365-86aa-450d-be8f-faf7cc93c6f3,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,1,date_accuracy,1,1,1.0000,,,
42370365-86aa-450d-be8f-faf7cc93c6f3,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,1,detection_rate,1,1,1.0000,,,
42370365-86aa-450d-be8f-faf7cc93c6f3,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,1,hallucination_rate,0,1,0.0000,,,
42370365-86aa-450d-be8f-faf7cc93c6f3,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,1,negation_false_negative,0,1,0.0000,,,
42370365-86aa-450d-be8f-faf7cc93c6f3,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,1,negation_false_positive,0,1,0.0000,,,
42370365-86aa-450d-be8f-faf7cc93c6f3,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,1,negation_handling,1,1,1.0000,,,
42370365-86aa-450d-be8f-faf7cc93c6f3,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,1,schema_adherence,1,1,1.0000,,,
42370365-86aa-450d-be8f-faf7cc93c6f3,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,1,type_accuracy,1,1,1.0000,,,
ccff2eb2-fdd3-4c75-b2e4-3858028fbd3a,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,2,attribution_accuracy,1,1,1.0000,,,
ccff2eb2-fdd3-4c75-b2e4-3858028fbd3a,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,2,date_accuracy,1,1,1.0000,,,
ccff2eb2-fdd3-4c75-b2e4-3858028fbd3a,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,2,detection_rate,1,1,1.0000,,,
ccff2eb2-fdd3-4c75-b2e4-3858028fbd3a,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,2,hallucination_rate,0,1,0.0000,,,
ccff2eb2-fdd3-4c75-b2e4-3858028fbd3a,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,2,negation_false_negative,0,1,0.0000,,,
ccff2eb2-fdd3-4c75-b2e4-3858028fbd3a,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,2,negation_false_positive,0,1,0.0000,,,
ccff2eb2-fdd3-4c75-b2e4-3858028fbd3a,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,2,negation_handling,1,1,1.0000,,,
ccff2eb2-fdd3-4c75-b2e4-3858028fbd3a,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,2,schema_adherence,1,1,1.0000,,,
ccff2eb2-fdd3-4c75-b2e4-3858028fbd3a,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,2,type_accuracy,1,1,1.0000,,,
d140ce47-d3ca-4bde-ac98-ee77d666d588,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,3,attribution_accuracy,1,1,1.0000,,,
d140ce47-d3ca-4bde-ac98-ee77d666d588,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,3,date_accuracy,1,1,1.0000,,,
d140ce47-d3ca-4bde-ac98-ee77d666d588,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,3,detection_rate,1,1,1.0000,,,
d140ce47-d3ca-4bde-ac98-ee77d666d588,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,3,hallucination_rate,0,1,0.0000,,,
d140ce47-d3ca-4bde-ac98-ee77d666d588,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,3,negation_false_negative,0,1,0.0000,,,
d140ce47-d3ca-4bde-ac98-ee77d666d588,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,3,negation_false_positive,0,1,0.0000,,,
d140ce47-d3ca-4bde-ac98-ee77d666d588,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,3,negation_handling,1,1,1.0000,,,
d140ce47-d3ca-4bde-ac98-ee77d666d588,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,3,schema_adherence,1,1,1.0000,,,
d140ce47-d3ca-4bde-ac98-ee77d666d588,v0,anthropic,anthropic/claude-haiku-4-5,memo_002,3,type_accuracy,1,1,1.0000,,,
e0d28cec-64f0-4ccd-8453-12e5164575e7,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,1,attribution_accuracy,1,1,1.0000,,,
e0d28cec-64f0-4ccd-8453-12e5164575e7,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,1,date_accuracy,1,1,1.0000,,,
e0d28cec-64f0-4ccd-8453-12e5164575e7,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,1,detection_rate,1,1,1.0000,,,
e0d28cec-64f0-4ccd-8453-12e5164575e7,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,1,hallucination_rate,0,1,0.0000,,,
e0d28cec-64f0-4ccd-8453-12e5164575e7,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,1,negation_false_negative,0,1,0.0000,,,
e0d28cec-64f0-4ccd-8453-12e5164575e7,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,1,negation_false_positive,0,1,0.0000,,,
e0d28cec-64f0-4ccd-8453-12e5164575e7,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,1,negation_handling,1,1,1.0000,,,
e0d28cec-64f0-4ccd-8453-12e5164575e7,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,1,schema_adherence,1,1,1.0000,,,
e0d28cec-64f0-4ccd-8453-12e5164575e7,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,1,type_accuracy,1,1,1.0000,,,
32da8116-8999-4282-9a95-a587d8e5ddf4,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,2,attribution_accuracy,1,1,1.0000,,,
32da8116-8999-4282-9a95-a587d8e5ddf4,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,2,date_accuracy,1,1,1.0000,,,
32da8116-8999-4282-9a95-a587d8e5ddf4,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,2,detection_rate,1,1,1.0000,,,
32da8116-8999-4282-9a95-a587d8e5ddf4,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,2,hallucination_rate,0,1,0.0000,,,
32da8116-8999-4282-9a95-a587d8e5ddf4,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,2,negation_false_negative,0,1,0.0000,,,
32da8116-8999-4282-9a95-a587d8e5ddf4,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,2,negation_false_positive,0,1,0.0000,,,
32da8116-8999-4282-9a95-a587d8e5ddf4,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,2,negation_handling,1,1,1.0000,,,
32da8116-8999-4282-9a95-a587d8e5ddf4,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,2,schema_adherence,1,1,1.0000,,,
32da8116-8999-4282-9a95-a587d8e5ddf4,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,2,type_accuracy,1,1,1.0000,,,
dc7a77dd-b4a5-4b6a-bbe9-ebd63035750d,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,3,attribution_accuracy,1,1,1.0000,,,
dc7a77dd-b4a5-4b6a-bbe9-ebd63035750d,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,3,date_accuracy,1,1,1.0000,,,
dc7a77dd-b4a5-4b6a-bbe9-ebd63035750d,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,3,detection_rate,1,1,1.0000,,,
dc7a77dd-b4a5-4b6a-bbe9-ebd63035750d,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,3,hallucination_rate,0,1,0.0000,,,
dc7a77dd-b4a5-4b6a-bbe9-ebd63035750d,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,3,negation_false_negative,0,1,0.0000,,,
dc7a77dd-b4a5-4b6a-bbe9-ebd63035750d,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,3,negation_false_positive,0,1,0.0000,,,
dc7a77dd-b4a5-4b6a-bbe9-ebd63035750d,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,3,negation_handling,1,1,1.0000,,,
dc7a77dd-b4a5-4b6a-bbe9-ebd63035750d,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,3,schema_adherence,1,1,1.0000,,,
dc7a77dd-b4a5-4b6a-bbe9-ebd63035750d,v0,anthropic,anthropic/claude-haiku-4-5,memo_003,3,type_accuracy,1,1,1.0000,,,
54c35593-cae4-4662-88a6-fc1250dc42e8,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,1,attribution_accuracy,0,0,,,,
54c35593-cae4-4662-88a6-fc1250dc42e8,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,1,date_accuracy,0,0,,,,
54c35593-cae4-4662-88a6-fc1250dc42e8,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,1,detection_rate,0,0,,,,
54c35593-cae4-4662-88a6-fc1250dc42e8,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,1,hallucination_rate,1,1,1.0000,,,
54c35593-cae4-4662-88a6-fc1250dc42e8,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,1,negation_false_negative,0,0,,,,
54c35593-cae4-4662-88a6-fc1250dc42e8,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,1,negation_false_positive,0,0,,,,
54c35593-cae4-4662-88a6-fc1250dc42e8,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,1,negation_handling,0,0,,,,
54c35593-cae4-4662-88a6-fc1250dc42e8,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,1,schema_adherence,1,1,1.0000,,,
54c35593-cae4-4662-88a6-fc1250dc42e8,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,1,type_accuracy,0,0,,,,
27be98ff-7ea0-408f-a05a-50d11075a450,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,2,attribution_accuracy,0,0,,,,
27be98ff-7ea0-408f-a05a-50d11075a450,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,2,date_accuracy,0,0,,,,
27be98ff-7ea0-408f-a05a-50d11075a450,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,2,detection_rate,0,0,,,,
27be98ff-7ea0-408f-a05a-50d11075a450,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,2,hallucination_rate,1,1,1.0000,,,
27be98ff-7ea0-408f-a05a-50d11075a450,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,2,negation_false_negative,0,0,,,,
27be98ff-7ea0-408f-a05a-50d11075a450,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,2,negation_false_positive,0,0,,,,
27be98ff-7ea0-408f-a05a-50d11075a450,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,2,negation_handling,0,0,,,,
27be98ff-7ea0-408f-a05a-50d11075a450,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,2,schema_adherence,1,1,1.0000,,,
27be98ff-7ea0-408f-a05a-50d11075a450,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,2,type_accuracy,0,0,,,,
a4a9ce4e-52d6-4b47-a45e-1eaa235e2c58,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,3,attribution_accuracy,0,0,,,,
a4a9ce4e-52d6-4b47-a45e-1eaa235e2c58,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,3,date_accuracy,0,0,,,,
a4a9ce4e-52d6-4b47-a45e-1eaa235e2c58,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,3,detection_rate,0,0,,,,
a4a9ce4e-52d6-4b47-a45e-1eaa235e2c58,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,3,hallucination_rate,1,1,1.0000,,,
a4a9ce4e-52d6-4b47-a45e-1eaa235e2c58,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,3,negation_false_negative,0,0,,,,
a4a9ce4e-52d6-4b47-a45e-1eaa235e2c58,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,3,negation_false_positive,0,0,,,,
a4a9ce4e-52d6-4b47-a45e-1eaa235e2c58,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,3,negation_handling,0,0,,,,
a4a9ce4e-52d6-4b47-a45e-1eaa235e2c58,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,3,schema_adherence,1,1,1.0000,,,
a4a9ce4e-52d6-4b47-a45e-1eaa235e2c58,v0,anthropic,anthropic/claude-haiku-4-5,memo_004,3,type_accuracy,0,0,,,,
b17b1026-b43f-4583-affe-fae5756f45b7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,1,attribution_accuracy,2,2,1.0000,,,
b17b1026-b43f-4583-affe-fae5756f45b7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,1,date_accuracy,2,2,1.0000,,,
b17b1026-b43f-4583-affe-fae5756f45b7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,1,detection_rate,2,2,1.0000,,,
b17b1026-b43f-4583-affe-fae5756f45b7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,1,hallucination_rate,0,2,0.0000,,,
b17b1026-b43f-4583-affe-fae5756f45b7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,1,negation_false_negative,0,2,0.0000,,,
b17b1026-b43f-4583-affe-fae5756f45b7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,1,negation_false_positive,0,2,0.0000,,,
b17b1026-b43f-4583-affe-fae5756f45b7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,1,negation_handling,2,2,1.0000,,,
b17b1026-b43f-4583-affe-fae5756f45b7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,1,schema_adherence,1,1,1.0000,,,
b17b1026-b43f-4583-affe-fae5756f45b7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,1,type_accuracy,2,2,1.0000,,,
aa835546-48cc-474b-9950-63de1b87fa95,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,2,attribution_accuracy,2,2,1.0000,,,
aa835546-48cc-474b-9950-63de1b87fa95,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,2,date_accuracy,2,2,1.0000,,,
aa835546-48cc-474b-9950-63de1b87fa95,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,2,detection_rate,2,2,1.0000,,,
aa835546-48cc-474b-9950-63de1b87fa95,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,2,hallucination_rate,0,2,0.0000,,,
aa835546-48cc-474b-9950-63de1b87fa95,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,2,negation_false_negative,0,2,0.0000,,,
aa835546-48cc-474b-9950-63de1b87fa95,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,2,negation_false_positive,0,2,0.0000,,,
aa835546-48cc-474b-9950-63de1b87fa95,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,2,negation_handling,2,2,1.0000,,,
aa835546-48cc-474b-9950-63de1b87fa95,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,2,schema_adherence,1,1,1.0000,,,
aa835546-48cc-474b-9950-63de1b87fa95,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,2,type_accuracy,2,2,1.0000,,,
049fb184-9759-42b2-bbed-8e6a816235f7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,3,attribution_accuracy,2,2,1.0000,,,
049fb184-9759-42b2-bbed-8e6a816235f7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,3,date_accuracy,2,2,1.0000,,,
049fb184-9759-42b2-bbed-8e6a816235f7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,3,detection_rate,2,2,1.0000,,,
049fb184-9759-42b2-bbed-8e6a816235f7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,3,hallucination_rate,0,2,0.0000,,,
049fb184-9759-42b2-bbed-8e6a816235f7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,3,negation_false_negative,0,2,0.0000,,,
049fb184-9759-42b2-bbed-8e6a816235f7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,3,negation_false_positive,0,2,0.0000,,,
049fb184-9759-42b2-bbed-8e6a816235f7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,3,negation_handling,2,2,1.0000,,,
049fb184-9759-42b2-bbed-8e6a816235f7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,3,schema_adherence,1,1,1.0000,,,
049fb184-9759-42b2-bbed-8e6a816235f7,v0,anthropic,anthropic/claude-haiku-4-5,memo_005,3,type_accuracy,2,2,1.0000,,,
27106fff-1c26-4156-9126-8883435b8d14,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,1,attribution_accuracy,3,3,1.0000,,,
27106fff-1c26-4156-9126-8883435b8d14,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,1,date_accuracy,1,3,0.3333,,,
27106fff-1c26-4156-9126-8883435b8d14,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,1,detection_rate,3,3,1.0000,,,
27106fff-1c26-4156-9126-8883435b8d14,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,1,hallucination_rate,0,3,0.0000,,,
27106fff-1c26-4156-9126-8883435b8d14,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,1,negation_false_negative,0,3,0.0000,,,
27106fff-1c26-4156-9126-8883435b8d14,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,1,negation_false_positive,0,3,0.0000,,,
27106fff-1c26-4156-9126-8883435b8d14,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,1,negation_handling,3,3,1.0000,,,
27106fff-1c26-4156-9126-8883435b8d14,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,1,schema_adherence,1,1,1.0000,,,
27106fff-1c26-4156-9126-8883435b8d14,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,1,type_accuracy,3,3,1.0000,,,
fce6ff8e-aaf5-4541-ac0b-fbfabc6eb17c,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,2,attribution_accuracy,3,3,1.0000,,,
fce6ff8e-aaf5-4541-ac0b-fbfabc6eb17c,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,2,date_accuracy,1,3,0.3333,,,
fce6ff8e-aaf5-4541-ac0b-fbfabc6eb17c,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,2,detection_rate,3,3,1.0000,,,
fce6ff8e-aaf5-4541-ac0b-fbfabc6eb17c,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,2,hallucination_rate,0,3,0.0000,,,
fce6ff8e-aaf5-4541-ac0b-fbfabc6eb17c,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,2,negation_false_negative,0,3,0.0000,,,
fce6ff8e-aaf5-4541-ac0b-fbfabc6eb17c,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,2,negation_false_positive,0,3,0.0000,,,
fce6ff8e-aaf5-4541-ac0b-fbfabc6eb17c,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,2,negation_handling,3,3,1.0000,,,
fce6ff8e-aaf5-4541-ac0b-fbfabc6eb17c,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,2,schema_adherence,1,1,1.0000,,,
fce6ff8e-aaf5-4541-ac0b-fbfabc6eb17c,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,2,type_accuracy,3,3,1.0000,,,
df79b55b-86d7-487d-bf99-dc42014545a0,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,3,attribution_accuracy,3,3,1.0000,,,
df79b55b-86d7-487d-bf99-dc42014545a0,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,3,date_accuracy,1,3,0.3333,,,
df79b55b-86d7-487d-bf99-dc42014545a0,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,3,detection_rate,3,3,1.0000,,,
df79b55b-86d7-487d-bf99-dc42014545a0,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,3,hallucination_rate,0,3,0.0000,,,
df79b55b-86d7-487d-bf99-dc42014545a0,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,3,negation_false_negative,0,3,0.0000,,,
df79b55b-86d7-487d-bf99-dc42014545a0,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,3,negation_false_positive,0,3,0.0000,,,
df79b55b-86d7-487d-bf99-dc42014545a0,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,3,negation_handling,3,3,1.0000,,,
df79b55b-86d7-487d-bf99-dc42014545a0,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,3,schema_adherence,1,1,1.0000,,,
df79b55b-86d7-487d-bf99-dc42014545a0,v0,anthropic,anthropic/claude-haiku-4-5,memo_006,3,type_accuracy,3,3,1.0000,,,
0ed68940-97f0-4e66-940f-7f22d932aef5,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,1,attribution_accuracy,1,1,1.0000,,,
0ed68940-97f0-4e66-940f-7f22d932aef5,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,1,date_accuracy,1,1,1.0000,,,
0ed68940-97f0-4e66-940f-7f22d932aef5,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,1,detection_rate,1,1,1.0000,,,
0ed68940-97f0-4e66-940f-7f22d932aef5,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,1,hallucination_rate,0,1,0.0000,,,
0ed68940-97f0-4e66-940f-7f22d932aef5,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,1,negation_false_negative,0,1,0.0000,,,
0ed68940-97f0-4e66-940f-7f22d932aef5,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,1,negation_false_positive,0,1,0.0000,,,
0ed68940-97f0-4e66-940f-7f22d932aef5,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,1,negation_handling,1,1,1.0000,,,
0ed68940-97f0-4e66-940f-7f22d932aef5,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,1,schema_adherence,1,1,1.0000,,,
0ed68940-97f0-4e66-940f-7f22d932aef5,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,1,type_accuracy,1,1,1.0000,,,
c038692a-59ee-4eca-89cb-3d4d224722bd,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,2,attribution_accuracy,1,1,1.0000,,,
c038692a-59ee-4eca-89cb-3d4d224722bd,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,2,date_accuracy,1,1,1.0000,,,
c038692a-59ee-4eca-89cb-3d4d224722bd,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,2,detection_rate,1,1,1.0000,,,
c038692a-59ee-4eca-89cb-3d4d224722bd,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,2,hallucination_rate,0,1,0.0000,,,
c038692a-59ee-4eca-89cb-3d4d224722bd,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,2,negation_false_negative,0,1,0.0000,,,
c038692a-59ee-4eca-89cb-3d4d224722bd,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,2,negation_false_positive,0,1,0.0000,,,
c038692a-59ee-4eca-89cb-3d4d224722bd,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,2,negation_handling,1,1,1.0000,,,
c038692a-59ee-4eca-89cb-3d4d224722bd,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,2,schema_adherence,1,1,1.0000,,,
c038692a-59ee-4eca-89cb-3d4d224722bd,v0,anthropic,anthropic/claude-haiku-4-5,memo_007,2,type_accuracy,1,1,1.0000,,,
